Question ID,Question Text,Answer,Strand,Substrand,Year Level,Sub Level,Full Level,Model Used,Suggested Models,Enhanced System Used,Context Type,Generation Status,Questions Generated,Generation Time,Curriculum Reference,Error Message
"C59_Q1","Sarah buys 27 cakes. Each cake costs £433. How much does Sarah pay in total?","£105219","Fractions, decimals and percentages","multiply / divide fractions",6,3,"6.3","MULTIPLICATION","MULTIPLICATION; DIVISION; FRACTION; MONEY_FRACTIONS",Yes,Money,Completed,5,2025-09-24T11:17:01.586Z,"Year 6 Curriculum",
"C59_Q2","Sophie buys 74 books. Each book costs £535. How much does Sophie pay in total?","£356310","Fractions, decimals and percentages","multiply / divide fractions",6,3,"6.3","MULTIPLICATION","MULTIPLICATION; DIVISION; FRACTION; MONEY_FRACTIONS",Yes,Money,Completed,5,2025-09-24T11:17:01.587Z,"Year 6 Curriculum",
"C59_Q3","Ben buys 58 notebooks. Each notebook costs £313. How much does Ben pay in total?","£90770","Fractions, decimals and percentages","multiply / divide fractions",6,3,"6.3","MULTIPLICATION","MULTIPLICATION; DIVISION; FRACTION; MONEY_FRACTIONS",Yes,Money,Completed,5,2025-09-24T11:17:01.587Z,"Year 6 Curriculum",
"C59_Q4","William buys 40 games. Each game costs £564. How much does William pay in total?","£135360","Fractions, decimals and percentages","multiply / divide fractions",6,3,"6.3","MULTIPLICATION","MULTIPLICATION; DIVISION; FRACTION; MONEY_FRACTIONS",Yes,Money,Completed,5,2025-09-24T11:17:01.587Z,"Year 6 Curriculum",
"C59_Q5","Tom buys 73 cakes. Each cake costs £916. How much does Tom pay in total?","£267472","Fractions, decimals and percentages","multiply / divide fractions",6,3,"6.3","MULTIPLICATION","MULTIPLICATION; DIVISION; FRACTION; MONEY_FRACTIONS",Yes,Money,Completed,5,2025-09-24T11:17:01.587Z,"Year 6 Curriculum",
"C60_Q1","Lucy wants to save one quarter of £16. How much should Lucy save?","£4","Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,3,"3.3","FRACTION","FRACTION; COUNTING",Yes,Money,Completed,5,2025-09-24T11:17:01.596Z,"Year 3 Curriculum",
"C60_Q2","Oliver wants to save half of £16. How much should Oliver save?","£8","Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,3,"3.3","FRACTION","FRACTION; COUNTING",Yes,Money,Completed,5,2025-09-24T11:17:01.596Z,"Year 3 Curriculum",
"C60_Q3","Sophie wants to save half of £12. How much should Sophie save?","£6","Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,3,"3.3","FRACTION","FRACTION; COUNTING",Yes,Money,Completed,5,2025-09-24T11:17:01.596Z,"Year 3 Curriculum",
"C60_Q4","Jack wants to save half of £14. How much should Jack save?","£7","Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,3,"3.3","FRACTION","FRACTION; COUNTING",Yes,Money,Completed,5,2025-09-24T11:17:01.596Z,"Year 3 Curriculum",
"C60_Q5","Oliver wants to save half of £18. How much should Oliver save?","£9","Fractions, decimals and percentages","recognise, find, write, name and count fractions",3,3,"3.3","FRACTION","FRACTION; COUNTING",Yes,Money,Completed,5,2025-09-24T11:17:01.597Z,"Year 3 Curriculum",
"C61_Q1","How many coins do you need to make £1 using the smallest number of coins?","2 × 50p (2 coins total)","Fractions, decimals and percentages","recognise, find, write, name and count fractions",4,3,"4.3","COUNTING","COUNTING",No,Money,Completed,5,2025-09-24T11:17:01.610Z,"Year 4 Curriculum",
"C61_Q2","How many coins do you need to make £1 using the smallest number of coins?","2 × 50p (2 coins total)","Fractions, decimals and percentages","recognise, find, write, name and count fractions",4,3,"4.3","COUNTING","COUNTING",No,Money,Completed,5,2025-09-24T11:17:01.610Z,"Year 4 Curriculum",
"C61_Q3","How many coins do you need to make £1 using the smallest number of coins?","2 × 50p (2 coins total)","Fractions, decimals and percentages","recognise, find, write, name and count fractions",4,3,"4.3","COUNTING","COUNTING",No,Money,Completed,5,2025-09-24T11:17:01.611Z,"Year 4 Curriculum",
"C61_Q4","How many coins do you need to make £1 using the smallest number of coins?","2 × 50p (2 coins total)","Fractions, decimals and percentages","recognise, find, write, name and count fractions",4,3,"4.3","COUNTING","COUNTING",No,Money,Completed,5,2025-09-24T11:17:01.611Z,"Year 4 Curriculum",
"C61_Q5","How many coins do you need to make £1 using the smallest number of coins?","2 × 50p (2 coins total)","Fractions, decimals and percentages","recognise, find, write, name and count fractions",4,3,"4.3","COUNTING","COUNTING",No,Money,Completed,5,2025-09-24T11:17:01.611Z,"Year 4 Curriculum",
"C62_Q1","14 friends want to share £50 equally. How much does each person get?","£3 with £8 remaining","Fractions, decimals and percentages","solve problems with fractions and decimals",4,3,"4.3","DIVISION","DIVISION; FRACTION; MONEY_FRACTIONS; CHANGE_CALCULATION; MONEY_COMBINATIONS; CONVERSION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.624Z,"Year 4 Curriculum",
"C62_Q2","2 friends want to share £79 equally. How much does each person get?","£39 with £1 remaining","Fractions, decimals and percentages","solve problems with fractions and decimals",4,3,"4.3","DIVISION","DIVISION; FRACTION; MONEY_FRACTIONS; CHANGE_CALCULATION; MONEY_COMBINATIONS; CONVERSION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.624Z,"Year 4 Curriculum",
"C62_Q3","10 friends want to share £88 equally. How much does each person get?","£8 with £8 remaining","Fractions, decimals and percentages","solve problems with fractions and decimals",4,3,"4.3","DIVISION","DIVISION; FRACTION; MONEY_FRACTIONS; CHANGE_CALCULATION; MONEY_COMBINATIONS; CONVERSION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.624Z,"Year 4 Curriculum",
"C62_Q4","10 friends want to share £1 equally. How much does each person get?","0p with £1 remaining","Fractions, decimals and percentages","solve problems with fractions and decimals",4,3,"4.3","DIVISION","DIVISION; FRACTION; MONEY_FRACTIONS; CHANGE_CALCULATION; MONEY_COMBINATIONS; CONVERSION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.624Z,"Year 4 Curriculum",
"C62_Q5","6 friends want to share £198 equally. How much does each person get?","£33","Fractions, decimals and percentages","solve problems with fractions and decimals",4,3,"4.3","DIVISION","DIVISION; FRACTION; MONEY_FRACTIONS; CHANGE_CALCULATION; MONEY_COMBINATIONS; CONVERSION; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.624Z,"Year 4 Curriculum",
"C63_Q1","Oliver starts with £2, then adds £83.31, then subtracts £19.96, then divides by 4. How much does she have now?","£14.08","Fractions, decimals and percentages","solve problems with fractions and decimals",5,3,"5.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.639Z,"Year 5 Curriculum",
"C63_Q2","Luke starts with £13, then adds £21.04, then subtracts £31.5, then divides by 2. How much does she have now?","£15.86","Fractions, decimals and percentages","solve problems with fractions and decimals",5,3,"5.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.639Z,"Year 5 Curriculum",
"C63_Q3","Lily starts with £2, then adds £36.51, then subtracts £90.57, then divides by 8. How much does she have now?","£7.43","Fractions, decimals and percentages","solve problems with fractions and decimals",5,3,"5.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.640Z,"Year 5 Curriculum",
"C63_Q4","Sarah starts with £9, then adds £87.32, then subtracts £13.74, then divides by 7. How much does she have now?","£12.33","Fractions, decimals and percentages","solve problems with fractions and decimals",5,3,"5.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.640Z,"Year 5 Curriculum",
"C63_Q5","James starts with £4, then adds £62.31, then subtracts £4.62, then divides by 6. How much does she have now?","£12.88","Fractions, decimals and percentages","solve problems with fractions and decimals",5,3,"5.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.640Z,"Year 5 Curriculum",
"C64_Q1","Emma starts with £7, then adds £39.3, then subtracts £6.1, then divides by 8. How much does she have now?","£3.07","Fractions, decimals and percentages","solve problems with fractions and decimals",6,3,"6.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.654Z,"Year 6 Curriculum",
"C64_Q2","Luke starts with £7, then adds £39.99, then subtracts £11.51, then divides by 6. How much does she have now?","72p","Fractions, decimals and percentages","solve problems with fractions and decimals",6,3,"6.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.654Z,"Year 6 Curriculum",
"C64_Q3","James starts with £15, then adds £47.95, then subtracts £7.64, then divides by 7. How much does she have now?","£11.94","Fractions, decimals and percentages","solve problems with fractions and decimals",6,3,"6.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.654Z,"Year 6 Curriculum",
"C64_Q4","Mia starts with £12, then adds £21.56, then subtracts £13.82, then divides by 3. How much does she have now?","£12.15","Fractions, decimals and percentages","solve problems with fractions and decimals",6,3,"6.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.654Z,"Year 6 Curriculum",
"C64_Q5","Emily starts with £13, then adds £63.46, then subtracts £42.21, then divides by 8. How much does she have now?","£3.38","Fractions, decimals and percentages","solve problems with fractions and decimals",6,3,"6.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:01.654Z,"Year 6 Curriculum",
"C65_Q1","Grace wants to save 2/5 of £244.88. How much should Grace save?","£97.95","Fractions, decimals and percentages","solve problems with percentages",5,3,"5.3","FRACTION","FRACTION; MONEY_FRACTIONS; PERCENTAGE; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.670Z,"Year 5 Curriculum",
"C65_Q2","Oliver wants to save 2/5 of £403.11. How much should Oliver save?","£161.24","Fractions, decimals and percentages","solve problems with percentages",5,3,"5.3","FRACTION","FRACTION; MONEY_FRACTIONS; PERCENTAGE; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.670Z,"Year 5 Curriculum",
"C65_Q3","Lucy wants to save three quarters of £153.29. How much should Lucy save?","£114.97","Fractions, decimals and percentages","solve problems with percentages",5,3,"5.3","FRACTION","FRACTION; MONEY_FRACTIONS; PERCENTAGE; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.670Z,"Year 5 Curriculum",
"C65_Q4","Sarah wants to save one third of £134.77. How much should Sarah save?","£44.92","Fractions, decimals and percentages","solve problems with percentages",5,3,"5.3","FRACTION","FRACTION; MONEY_FRACTIONS; PERCENTAGE; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.670Z,"Year 5 Curriculum",
"C65_Q5","Hannah wants to save three quarters of £369.12. How much should Hannah save?","£276.84","Fractions, decimals and percentages","solve problems with percentages",5,3,"5.3","FRACTION","FRACTION; MONEY_FRACTIONS; PERCENTAGE; MULTI_STEP",Yes,Money,Completed,5,2025-09-24T11:17:01.670Z,"Year 5 Curriculum",
"C66_Q1","Ben needs to calculate change from a purchase.","£6.04","Geometry - position and direction","describe position, direction and movement",5,3,"5.3","CHANGE_CALCULATION","CHANGE_CALCULATION",No,Money,Completed,5,2025-09-24T11:17:01.686Z,"Year 5 Curriculum",
"C66_Q2","Oliver needs to calculate change from a purchase.","0p","Geometry - position and direction","describe position, direction and movement",5,3,"5.3","CHANGE_CALCULATION","CHANGE_CALCULATION",No,Money,Completed,5,2025-09-24T11:17:01.686Z,"Year 5 Curriculum",
"C66_Q3","Sam needs to calculate change from a purchase.","£8.98","Geometry - position and direction","describe position, direction and movement",5,3,"5.3","CHANGE_CALCULATION","CHANGE_CALCULATION",No,Money,Completed,5,2025-09-24T11:17:01.686Z,"Year 5 Curriculum",
"C66_Q4","Hannah needs to calculate change from a purchase.","£44.12","Geometry - position and direction","describe position, direction and movement",5,3,"5.3","CHANGE_CALCULATION","CHANGE_CALCULATION",No,Money,Completed,5,2025-09-24T11:17:01.686Z,"Year 5 Curriculum",
"C66_Q5","Daniel needs to calculate change from a purchase.","£36.58","Geometry - position and direction","describe position, direction and movement",5,3,"5.3","CHANGE_CALCULATION","CHANGE_CALCULATION",No,Money,Completed,5,2025-09-24T11:17:01.686Z,"Year 5 Curriculum",
"C67_Q1","Lily wants to save half of £14. How much should Lily save?","£7","Geometry – properties of shapes","angles – measuring and properties",3,3,"3.3","FRACTION","FRACTION",Yes,Money,Completed,5,2025-09-24T11:17:01.700Z,"Year 3 Curriculum",
"C67_Q2","Sophie wants to save half of £2. How much should Sophie save?","£1","Geometry – properties of shapes","angles – measuring and properties",3,3,"3.3","FRACTION","FRACTION",Yes,Money,Completed,5,2025-09-24T11:17:01.700Z,"Year 3 Curriculum",
"C67_Q3","Amy wants to save half of £4. How much should Amy save?","£2","Geometry – properties of shapes","angles – measuring and properties",3,3,"3.3","FRACTION","FRACTION",Yes,Money,Completed,5,2025-09-24T11:17:01.700Z,"Year 3 Curriculum",
"C67_Q4","Sophie wants to save half of £20. How much should Sophie save?","£10","Geometry – properties of shapes","angles – measuring and properties",3,3,"3.3","FRACTION","FRACTION",Yes,Money,Completed,5,2025-09-24T11:17:01.700Z,"Year 3 Curriculum",
"C67_Q5","Emily wants to save half of £10. How much should Emily save?","£5","Geometry – properties of shapes","angles – measuring and properties",3,3,"3.3","FRACTION","FRACTION",Yes,Money,Completed,5,2025-09-24T11:17:01.700Z,"Year 3 Curriculum",
"C68_Q1","Which is better value? A: £87.40, B: £8.50","B is better value","Geometry – properties of shapes","angles – measuring and properties",4,3,"4.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.716Z,"Year 4 Curriculum",
"C68_Q2","Which is better value? A: £98.47, B: £70.44","B is better value","Geometry – properties of shapes","angles – measuring and properties",4,3,"4.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.717Z,"Year 4 Curriculum",
"C68_Q3","Which is worth more? A: £5.03, B: £110.12","B is worth more","Geometry – properties of shapes","angles – measuring and properties",4,3,"4.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.717Z,"Year 4 Curriculum",
"C68_Q4","Which is better value? A: £196.60, B: £110.07","B is better value","Geometry – properties of shapes","angles – measuring and properties",4,3,"4.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.717Z,"Year 4 Curriculum",
"C68_Q5","Which is worth more? A: £148.54, B: £58.43","A is worth more","Geometry – properties of shapes","angles – measuring and properties",4,3,"4.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.717Z,"Year 4 Curriculum",
"C69_Q1","Add together: £979.04, £376.19, £440.72, £854.20. What is the total?","£2650.15","Geometry – properties of shapes","angles – measuring and properties",5,3,"5.3","ADDITION","ADDITION; COMPARISON; CONVERSION",Yes,Money,Completed,5,2025-09-24T11:17:01.732Z,"Year 5 Curriculum",
"C69_Q2","Add together: £711.44, £860.05, £178.27, £933.02. What is the total?","£2682.78","Geometry – properties of shapes","angles – measuring and properties",5,3,"5.3","ADDITION","ADDITION; COMPARISON; CONVERSION",Yes,Money,Completed,5,2025-09-24T11:17:01.732Z,"Year 5 Curriculum",
"C69_Q3","Lucy goes to the shop and buys a drink for £828.95, a comic for £467.69, a ruler for £80.27, a sticker for £434.74. How much does Lucy spend in total?","£1811.65","Geometry – properties of shapes","angles – measuring and properties",5,3,"5.3","ADDITION","ADDITION; COMPARISON; CONVERSION",Yes,Money,Completed,5,2025-09-24T11:17:01.732Z,"Year 5 Curriculum",
"C69_Q4","Add together: £871.61, £664.50, £217.30, £722.95. What is the total?","£2476.36","Geometry – properties of shapes","angles – measuring and properties",5,3,"5.3","ADDITION","ADDITION; COMPARISON; CONVERSION",Yes,Money,Completed,5,2025-09-24T11:17:01.732Z,"Year 5 Curriculum",
"C69_Q5","Lucy goes to the shop and buys a sweet for £253.63, a chocolate for £29.23, a magazine for £699.08, a sandwich for £676.12. How much does Lucy spend in total?","£1658.06","Geometry – properties of shapes","angles – measuring and properties",5,3,"5.3","ADDITION","ADDITION; COMPARISON; CONVERSION",Yes,Money,Completed,5,2025-09-24T11:17:01.732Z,"Year 5 Curriculum",
"C70_Q1","If Ben saves £21.41 every year for 46 years, how much will Ben have saved?","£984.86","Geometry – properties of shapes","circles",6,3,"6.3","TIME_RATE","TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.747Z,"Year 6 Curriculum",
"C70_Q2","James saved £256.05 over 15 years. How much did James save each year?","£256.05","Geometry – properties of shapes","circles",6,3,"6.3","TIME_RATE","TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.747Z,"Year 6 Curriculum",
"C70_Q3","If Lucy saves £55.07 every week for 14 weeks, how much will Lucy have saved?","£770.98","Geometry – properties of shapes","circles",6,3,"6.3","TIME_RATE","TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.748Z,"Year 6 Curriculum",
"C70_Q4","If Ryan saves £74.46 every month for 4 months, how much will Ryan have saved?","£297.84","Geometry – properties of shapes","circles",6,3,"6.3","TIME_RATE","TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.748Z,"Year 6 Curriculum",
"C70_Q5","Emily saved £702.80 over 20 months. How much did Emily save each month?","£702.80","Geometry – properties of shapes","circles",6,3,"6.3","TIME_RATE","TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.748Z,"Year 6 Curriculum",
"C71_Q1","Which is better value? A: £160.84, B: £82.90","B is better value","Geometry – properties of shapes","describe properties and classify shapes",4,3,"4.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.762Z,"Year 4 Curriculum",
"C71_Q2","Which is better value? A: £162.82, B: £69.82","B is better value","Geometry – properties of shapes","describe properties and classify shapes",4,3,"4.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.762Z,"Year 4 Curriculum",
"C71_Q3","Which is worth more? A: £57, B: £76.99","B is worth more","Geometry – properties of shapes","describe properties and classify shapes",4,3,"4.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.762Z,"Year 4 Curriculum",
"C71_Q4","Which is worth more? A: £1.67, B: £163.23","B is worth more","Geometry – properties of shapes","describe properties and classify shapes",4,3,"4.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.763Z,"Year 4 Curriculum",
"C71_Q5","Which is worth more? A: £169.10, B: £67.09","A is worth more","Geometry – properties of shapes","describe properties and classify shapes",4,3,"4.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.763Z,"Year 4 Curriculum",
"C72_Q1","Which is worth more? A: £143.13, B: £949.51","B is worth more","Geometry – properties of shapes","describe properties and classify shapes",5,3,"5.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.779Z,"Year 5 Curriculum",
"C72_Q2","Which is better value? A: £773.11, B: £914.57","A is better value","Geometry – properties of shapes","describe properties and classify shapes",5,3,"5.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.779Z,"Year 5 Curriculum",
"C72_Q3","Which is better value? A: £393.21, B: £194.11, C: £545.34","B is better value","Geometry – properties of shapes","describe properties and classify shapes",5,3,"5.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.779Z,"Year 5 Curriculum",
"C72_Q4","Which is worth more? A: £314.05, B: £467.50, C: £34.62","B is worth more","Geometry – properties of shapes","describe properties and classify shapes",5,3,"5.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.779Z,"Year 5 Curriculum",
"C72_Q5","Which is better value? A: £498.01 for 100ml, B: £565.60 for 100ml, C: £882.45 for 1000ml","C is better value","Geometry – properties of shapes","describe properties and classify shapes",5,3,"5.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.779Z,"Year 5 Curriculum",
"C73_Q1","Which is better value? A: £939.10 for 100ml, B: £437.08 for 250ml","B is better value","Geometry – properties of shapes","describe properties and classify shapes",6,3,"6.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.794Z,"Year 6 Curriculum",
"C73_Q2","Which is better value? A: £476.11, B: £464.99","B is better value","Geometry – properties of shapes","describe properties and classify shapes",6,3,"6.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.794Z,"Year 6 Curriculum",
"C73_Q3","Which is better value? A: £768.16, B: £976.38","A is better value","Geometry – properties of shapes","describe properties and classify shapes",6,3,"6.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.794Z,"Year 6 Curriculum",
"C73_Q4","Which is better value? A: £515, B: £169.71","B is better value","Geometry – properties of shapes","describe properties and classify shapes",6,3,"6.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.794Z,"Year 6 Curriculum",
"C73_Q5","Which is worth more? A: £985.28, B: £429.31, C: £180.93","A is worth more","Geometry – properties of shapes","describe properties and classify shapes",6,3,"6.3","COMPARISON","COMPARISON",No,Money,Completed,5,2025-09-24T11:17:01.794Z,"Year 6 Curriculum",
"C74_Q1","William buys 1 apple for £10.38 and 1 book for £7.36 and 1 pencil for £2.18 and 1 rubber for £13.34 (total: £33.26). William pays with £50 note. How much change should William receive?","£16.74","Measurement","compare, describe and order measures",4,3,"4.3","CHANGE_CALCULATION","CHANGE_CALCULATION; MONEY_COMBINATIONS; COMPARISON; CONVERSION",No,Money,Completed,5,2025-09-24T11:17:01.809Z,"Year 4 Curriculum",
"C74_Q2","Mia buys 1 apple for £12.26 and 1 book for £12.65 and 1 pencil for £1.95 (total: £26.86). Mia pays with £50 note. How much change should Mia receive?","£23.14","Measurement","compare, describe and order measures",4,3,"4.3","CHANGE_CALCULATION","CHANGE_CALCULATION; MONEY_COMBINATIONS; COMPARISON; CONVERSION",No,Money,Completed,5,2025-09-24T11:17:01.810Z,"Year 4 Curriculum",
"C74_Q3","Sophie needs to calculate change from a purchase.","0p","Measurement","compare, describe and order measures",4,3,"4.3","CHANGE_CALCULATION","CHANGE_CALCULATION; MONEY_COMBINATIONS; COMPARISON; CONVERSION",No,Money,Completed,5,2025-09-24T11:17:01.810Z,"Year 4 Curriculum",
"C74_Q4","Jack buys 1 apple for £11.59 and 1 book for £13.28 and 1 pencil for 61.28p (total: £25.49). Jack pays with £50 note. How much change should Jack receive?","£24.51","Measurement","compare, describe and order measures",4,3,"4.3","CHANGE_CALCULATION","CHANGE_CALCULATION; MONEY_COMBINATIONS; COMPARISON; CONVERSION",No,Money,Completed,5,2025-09-24T11:17:01.811Z,"Year 4 Curriculum",
"C74_Q5","Grace needs to calculate change from a purchase.","0p","Measurement","compare, describe and order measures",4,3,"4.3","CHANGE_CALCULATION","CHANGE_CALCULATION; MONEY_COMBINATIONS; COMPARISON; CONVERSION",No,Money,Completed,5,2025-09-24T11:17:01.811Z,"Year 4 Curriculum",
"C75_Q1","If Lily saves £10.86 every month for 14 months, how much will Lily have saved?","£152.04","Measurement","convert between metric units",5,3,"5.3","TIME_RATE","CONVERSION; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.824Z,"Year 5 Curriculum",
"C75_Q2","If Katie saves £7.94 every week for 31 weeks, how much will Katie have saved?","£246.14","Measurement","convert between metric units",5,3,"5.3","TIME_RATE","CONVERSION; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.824Z,"Year 5 Curriculum",
"C75_Q3","Emma saves £20.26 every week. How many weeks will it take to save £473.29?","24 weeks","Measurement","convert between metric units",5,3,"5.3","TIME_RATE","CONVERSION; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.824Z,"Year 5 Curriculum",
"C75_Q4","Luke saved £961.69 over 17 weeks. How much did Luke save each week?","£961.69","Measurement","convert between metric units",5,3,"5.3","TIME_RATE","CONVERSION; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.824Z,"Year 5 Curriculum",
"C75_Q5","Sophie saved £641.25 over 15 weeks. How much did Sophie save each week?","£641.25","Measurement","convert between metric units",5,3,"5.3","TIME_RATE","CONVERSION; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.824Z,"Year 5 Curriculum",
"C76_Q1","Convert 621.38 centimetres to metres.","6.21 metres","Measurement","convert metric / imperial",4,3,"4.3","CONVERSION","CONVERSION",No,Money,Completed,5,2025-09-24T11:17:01.841Z,"Year 4 Curriculum",
"C76_Q2","Convert 89.06p into pounds and pence.","£0.89","Measurement","convert metric / imperial",4,3,"4.3","CONVERSION","CONVERSION",No,Money,Completed,5,2025-09-24T11:17:01.841Z,"Year 4 Curriculum",
"C76_Q3","Convert 909.47 centimetres to metres.","9.10 metres","Measurement","convert metric / imperial",4,3,"4.3","CONVERSION","CONVERSION",No,Money,Completed,5,2025-09-24T11:17:01.841Z,"Year 4 Curriculum",
"C76_Q4","Convert 42.34 metres to centimetres.","4234 centimetres","Measurement","convert metric / imperial",4,3,"4.3","CONVERSION","CONVERSION",No,Money,Completed,5,2025-09-24T11:17:01.841Z,"Year 4 Curriculum",
"C76_Q5","Convert 72.66 centimetres to metres.","0.73 metres","Measurement","convert metric / imperial",4,3,"4.3","CONVERSION","CONVERSION",No,Money,Completed,5,2025-09-24T11:17:01.841Z,"Year 4 Curriculum",
"C77_Q1","Daniel buys 1 apple for £6.91 and 1 book for £13.24 (total: £20.16). Daniel pays with £50 note. How much change should Daniel receive?","£29.84","Measurement","convert metric / imperial",5,3,"5.3","CHANGE_CALCULATION","CHANGE_CALCULATION",No,Money,Completed,5,2025-09-24T11:17:01.854Z,"Year 5 Curriculum",
"C77_Q2","William needs to calculate change from a purchase.","0p","Measurement","convert metric / imperial",5,3,"5.3","CHANGE_CALCULATION","CHANGE_CALCULATION",No,Money,Completed,5,2025-09-24T11:17:01.854Z,"Year 5 Curriculum",
"C77_Q3","Mia needs to calculate change from a purchase.","£45.79","Measurement","convert metric / imperial",5,3,"5.3","CHANGE_CALCULATION","CHANGE_CALCULATION",No,Money,Completed,5,2025-09-24T11:17:01.854Z,"Year 5 Curriculum",
"C77_Q4","Ryan needs to calculate change from a purchase.","£4.85","Measurement","convert metric / imperial",5,3,"5.3","CHANGE_CALCULATION","CHANGE_CALCULATION",No,Money,Completed,5,2025-09-24T11:17:01.854Z,"Year 5 Curriculum",
"C77_Q5","Harry buys 1 apple for £13.94 and 1 book for £6.53 (total: £20.47). Harry pays with £50 note. How much change should Harry receive?","£29.53","Measurement","convert metric / imperial",5,3,"5.3","CHANGE_CALCULATION","CHANGE_CALCULATION",No,Money,Completed,5,2025-09-24T11:17:01.854Z,"Year 5 Curriculum",
"C78_Q1","If William saves £4.64 every year for 37 years, how much will William have saved?","£171.68","Measurement","convert metric / imperial",6,3,"6.3","TIME_RATE","CONVERSION; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.869Z,"Year 6 Curriculum",
"C78_Q2","If Emily saves £4.35 every week for 48 weeks, how much will Emily have saved?","£208.80","Measurement","convert metric / imperial",6,3,"6.3","TIME_RATE","CONVERSION; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.869Z,"Year 6 Curriculum",
"C78_Q3","Chloe saves £13.57 every month. How many months will it take to save £337.58?","25 months","Measurement","convert metric / imperial",6,3,"6.3","TIME_RATE","CONVERSION; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.869Z,"Year 6 Curriculum",
"C78_Q4","If Sophie saves £84.09 every year for 8 years, how much will Sophie have saved?","£672.72","Measurement","convert metric / imperial",6,3,"6.3","TIME_RATE","CONVERSION; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:01.869Z,"Year 6 Curriculum",
